ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
58,58,14,027,DESOTO,Desoto,FL,2405,51,92,199,323,331,426,475,278,155,70,5,0 to 102,50,951,1305,149,2395,10,0,38,1961,48,410,12,402,1992,0,11,2384,283,119,0,0,172,229,1,402,12,42,57,79,67,50,51,28,8,8,0,0 to 92,36,317,28,7,50,264,82,56,62,0,45,0,0,10,402,229,172,402,0,0,3185,10,3601,3195,402,10,458,337,62,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3863,42,38,187,366,449,548,768,768,480,211,6,0 to 119,59,2262,1549,52,3828,35,0,80,3681,37,192,37,208,3655,0,0,3828,173,30,5,0,121,82,0,203,0,4,14,23,24,34,50,39,16,4,0,5 to 94,56,122,33,41,7,26,168,9,34,3,24,2,1,5,208,84,124,203,5,0,6485,30,6727,6515,208,5,95,60,56,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2375,76,81,289,437,371,346,327,199,136,106,7,0 to 119,43,1177,1188,10,2373,2,0,145,1726,32,653,2,659,1715,0,1,2372,622,37,0,0,253,406,0,659,20,19,86,156,131,101,65,37,26,18,0,0 to 101,38,534,64,19,42,493,141,25,107,0,68,0,0,20,659,406,253,659,0,0,3285,2,3946,3287,659,20,864,433,48,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5368,54,61,317,471,477,644,893,1074,782,582,13,0 to 119,62,3295,2050,23,5296,72,0,183,4805,77,466,60,234,5109,0,25,5274,209,14,9,2,125,98,0,223,3,8,25,31,30,31,28,34,29,15,0,0 to 96,49,146,20,27,30,49,128,46,77,6,41,3,0,12,234,105,129,223,11,0,8884,58,9176,8942,234,12,804,334,64,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,95570,1174,1523,6356,13824,14575,16876,18235,12605,6728,3482,192,0 to 119,51,51903,42082,1585,94023,1547,0,2055,86871,2336,9767,1012,9498,86033,13,26,93987,7961,1254,259,24,4620,4595,0,9215,79,200,960,1587,1546,1700,1612,920,565,329,0,0 to 102,47,4558,3242,814,601,3222,5450,543,2745,68,1708,56,22,358,9498,4777,4721,9215,283,0,137718,1261,148549,138979,9498,358,3519,3150,50,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,17805,443,451,1407,2307,2074,2411,3322,2808,1614,932,36,0 to 119,54,10768,6997,40,15016,2789,0,165,17151,183,714,71,1020,16780,2,3,15011,742,63,215,0,461,344,0,805,14,29,115,140,134,126,153,119,119,71,0,0 to 105,52,367,297,27,114,38,596,171,94,0,72,0,0,38,1020,426,594,805,215,0,22561,2574,26165,25135,1020,38,321,241,54,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1643,30,51,228,196,179,205,250,182,175,136,11,0 to 119,51,970,651,22,1635,8,0,66,1407,2,193,10,195,1448,0,0,1635,164,29,2,0,97,95,1,193,8,21,44,29,32,23,26,8,3,1,0,0 to 87,33,135,19,10,29,102,62,29,12,0,18,1,0,0,195,97,97,193,2,0,2249,6,2450,2255,195,0,233,155,56,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,463,2,4,24,34,35,49,105,123,71,16,0,0 to 95,63,259,201,3,459,4,0,8,454,0,5,3,2,461,0,0,459,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,706,3,711,709,2,0,4,3,42,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15409,211,208,1642,2849,2248,2222,2567,1907,915,574,66,0 to 119,47,8896,6363,150,15137,272,0,207,14953,61,504,61,564,14839,6,0,15131,489,53,11,11,269,273,0,542,4,7,123,134,63,68,62,65,23,14,1,0 to 118,36,175,150,88,129,100,318,124,136,5,84,4,0,10,564,284,280,542,22,0,29818,250,30639,30068,564,10,104,82,49,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,9749,130,229,695,982,1426,1613,1766,1637,867,388,16,0 to 119,53,5426,4205,118,9720,29,0,237,9176,208,422,125,333,9388,19,9,9693,270,53,7,3,162,161,0,323,2,6,38,37,37,66,64,57,21,5,0,2 to 97,52,238,20,19,46,21,244,58,70,3,47,3,0,6,333,167,166,323,10,0,14587,18,14960,14605,333,6,282,242,53,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1379,0,2,63,152,178,187,177,138,215,265,2,6 to 119,60,941,431,7,126,1253,0,1,1376,0,3,9,97,1281,1,0,125,3,0,93,1,2,1,0,3,0,1,6,29,21,21,9,1,5,4,0,6 to 88,41,1,1,0,1,0,0,3,0,1,0,0,0,0,97,57,39,3,94,0,650,1159,1922,1809,97,0,19,17,36,0.736908814303344,0.0426371109693887
