OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,C_HospYes_Res,C_HospYes_NonRes,C_EDYes_Res,C_EDYes_NonRes
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,1024,11,12,54,102,113,143,177,199,128,83,2,0,0,4,9,3,15,16,29,17,19,59,0 to 98,68,16 to 96,111,598,402,24,1012,12,0,73,940,11,49,44,19,59,35,18,5,1017,112,903,2,7,46,2,45,112,45,64,111,1,0,893,10,1024,903,112,5,81,70,1825525431.11919,398247.923422686,18,0,19,0
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,2246,31,28,114,215,267,310,380,371,317,212,1,2,0,6,19,21,33,35,51,39,17,59,0 to 115,63,0 to 99,208,1271,950,25,2199,47,0,473,1700,73,108,19,96,143,8,72,12,2243,223,2018,2,3,336,106,142,223,101,121,208,15,0,1988,32,2246,2020,223,12,221,125,1509311882.53409,264158.506465067,64,8,85,11
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,290,7,3,12,51,40,38,49,42,35,13,0,0,0,0,5,0,2,5,3,3,2,53,0 to 92,64,27 to 92,20,167,111,12,289,1,0,59,228,3,11,2,7,13,1,6,3,288,20,268,0,2,8,92,26,20,12,8,20,0,0,267,1,290,268,20,3,3,0,1654926851.96404,168390.780925558,6,0,7,0
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,635,5,7,30,79,92,88,122,130,65,16,1,0,0,2,4,3,5,18,10,4,0,56,0 to 98,61,17 to 77,44,343,255,37,630,5,0,33,576,26,31,4,11,36,3,7,1,633,46,585,2,2,8,66,26,46,21,25,44,2,0,583,3,635,586,46,1,57,28,1294754947.55994,220559.838719988,6,1,10,1
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,196,4,4,10,36,38,22,36,27,11,8,0,0,0,0,4,5,2,3,2,0,0,47,1 to 90,42,28 to 72,16,109,84,3,195,1,0,21,174,1,8,1,7,10,1,5,0,196,16,179,1,0,13,8,6,16,8,8,16,0,0,179,1,196,180,16,0,38,29,3080878042.06929,290231.154940413,5,0,7,0
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,1009,13,17,62,101,90,152,189,206,122,56,1,0,1,4,7,4,10,14,19,11,2,58,0 to 105,62,8 to 94,64,597,387,25,997,12,0,90,868,51,29,5,38,50,2,20,1,965,72,893,0,44,73,58,52,72,42,30,64,8,0,891,2,1009,893,72,1,155,71,1319798862.49319,234087.653130679,19,1,34,4
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,23642,189,271,1520,4063,4378,4550,4050,2671,1264,652,34,2,16,207,444,488,523,553,351,166,91,48,0 to 119,50,0 to 98,2765,12183,9891,1568,23273,369,0,1871,21079,692,1105,861,878,1691,723,430,76,23571,2844,20694,33,71,965,1435,1428,2844,1526,1298,2765,79,0,20418,285,23642,20703,2844,76,933,680,3142374056.01305,291881.846057183,403,27,840,38
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,3401,151,122,399,613,531,525,495,336,161,67,1,2,1,30,31,36,31,30,24,18,7,42,0 to 105,45,2 to 95,192,2048,1328,25,3104,297,0,161,3190,50,109,74,27,143,50,17,3,3384,210,3172,2,17,81,117,62,210,99,108,192,18,0,2893,279,3401,3172,210,3,123,70,1767890300.40206,439974.169549806,17,0,27,0
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,182,5,8,17,22,25,32,32,22,15,3,1,0,0,0,1,1,0,1,2,0,0,49,0 to 97,61,33 to 74,4,89,78,15,179,3,0,26,149,7,1,4,0,3,0,2,0,181,5,176,0,1,28,2,2,5,2,3,4,1,0,174,2,182,176,5,0,7,6,2307690905.70045,272539.677334045,1,1,0,0
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,52,1,2,5,5,2,7,13,11,6,0,0,0,0,0,1,0,0,1,0,0,0,57,3 to 84,42,25 to 60,1,21,30,1,51,1,0,5,44,3,2,0,0,2,0,0,0,52,2,50,0,0,8,2,0,2,0,2,1,1,0,50,0,52,50,2,0,3,3,1445840682.56789,446544.245992026,0,0,0,0
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,3655,85,48,478,717,524,448,515,460,249,88,43,1,0,31,39,20,25,25,19,8,5,44,0 to 118,43,2 to 92,165,2143,1389,123,3599,56,0,202,3411,42,75,64,35,91,59,24,0,3649,174,3465,10,6,98,111,42,174,75,97,165,9,0,3419,47,3655,3466,174,0,66,54,2510756491.26947,272135.471452184,22,2,31,4
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,3129,60,82,224,403,568,598,542,386,195,69,2,1,4,11,17,15,38,42,32,9,1,48,0 to 99,53,2 to 91,165,1729,1285,115,3120,9,0,203,2841,85,103,19,48,131,7,32,2,3115,170,2942,3,14,155,146,161,170,92,77,165,5,0,2939,4,3129,2943,170,2,140,117,1658206648.51031,344848.248220385,28,4,44,4
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,46,0,0,5,8,5,8,5,8,2,3,2,0,0,1,0,0,0,0,1,0,0,49,19 to 95,48,24 to 72,0,20,22,4,20,26,0,0,45,1,0,1,1,1,1,0,0,34,2,32,0,12,0,0,1,2,0,2,0,2,0,16,16,46,32,2,0,16,14,426757389.663452,73231.2921286601,0,0,0,1
