ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
58,58,14,027,DESOTO,Desoto,FL,2448,56,97,206,332,337,432,478,280,154,70,6,0 to 102,49,986,1318,144,2438,10,0,48,1946,48,461,12,439,1997,0,12,2426,319,120,0,0,202,236,1,439,16,46,64,89,72,55,51,31,7,8,0,0 to 92,35,351,34,8,46,290,96,53,76,0,52,0,0,10,439,236,202,439,0,0,3304,10,3757,3314,439,10,560,434,62,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3884,42,38,190,368,452,549,772,773,483,211,6,0 to 119,59,2273,1558,53,3846,38,0,87,3691,37,202,38,224,3660,0,0,3846,186,30,8,0,128,88,0,216,0,4,17,25,25,35,54,42,18,4,0,5 to 94,56,128,34,42,12,28,174,14,34,3,24,2,1,5,224,92,132,216,8,0,6770,30,7028,6800,224,5,108,73,56,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2479,83,91,313,455,394,355,335,203,137,106,7,0 to 119,42,1230,1238,11,2477,2,0,161,1737,32,721,3,747,1731,0,1,2476,710,37,0,0,297,449,1,747,23,27,106,174,150,109,73,40,27,18,0,0 to 101,37,597,71,20,59,550,155,42,121,0,72,0,0,22,747,449,297,747,0,0,3608,2,4358,3610,747,22,974,544,48,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5543,62,77,353,503,503,663,900,1088,794,587,13,0 to 119,61,3393,2127,23,5471,72,0,190,4877,77,555,62,369,5145,0,29,5445,344,14,9,2,195,163,0,358,5,19,56,56,50,44,32,46,39,22,0,0 to 99,44,186,21,35,116,73,150,135,89,6,46,3,0,14,369,170,199,358,11,0,9715,58,10143,9773,369,14,894,416,64,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,97301,1245,1637,6671,14177,14883,17094,18426,12709,6763,3503,193,0 to 119,51,52824,42909,1568,95758,1543,0,2301,87154,2336,11101,1028,10837,86423,13,28,95720,9301,1260,252,24,5306,5254,1,10561,109,279,1210,1876,1806,1877,1759,990,590,341,0,0 to 102,45,5190,3623,924,824,3802,6018,741,2950,68,1802,56,22,370,10837,5436,5400,10561,276,0,148023,1264,160196,149287,10837,370,5524,5154,50,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,17960,451,462,1456,2332,2091,2432,3333,2814,1619,933,37,0 to 119,54,10862,7057,41,15144,2816,0,185,17210,183,831,75,1170,16784,2,4,15138,865,63,242,0,538,390,0,928,20,39,162,164,150,146,167,125,125,72,0,0 to 105,48,415,331,34,148,45,682,201,112,1,74,1,1,41,1170,485,685,928,242,0,24058,2574,27813,26632,1170,41,492,412,54,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1696,31,56,237,204,186,214,257,186,177,137,11,0 to 119,51,995,678,23,1686,10,0,71,1420,2,228,10,240,1456,0,0,1686,208,30,2,0,118,118,2,238,9,25,52,36,41,32,30,9,5,1,0,0 to 87,34,164,20,20,34,128,77,33,17,0,21,2,0,0,240,119,119,238,2,0,2528,8,2776,2536,240,0,283,203,56,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,464,2,4,24,34,35,49,105,124,71,16,0,0 to 95,63,259,202,3,460,4,0,8,455,0,5,3,2,462,0,0,460,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,729,3,734,732,2,0,4,3,42,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15527,214,209,1716,2865,2252,2232,2573,1909,917,574,66,0 to 119,47,8953,6425,149,15255,272,0,215,15034,61,580,63,673,14848,6,0,15249,598,53,11,11,326,325,0,651,7,8,195,149,68,74,65,69,24,13,1,0 to 103,33,235,158,145,113,161,377,113,144,5,86,4,0,11,673,336,337,651,22,0,33165,250,34097,33415,673,11,120,98,49,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,9886,133,230,733,1004,1443,1636,1781,1646,874,390,16,0 to 119,53,5500,4266,120,9855,31,0,249,9258,208,455,130,433,9421,19,13,9824,361,60,9,3,212,207,2,421,5,6,65,53,49,83,76,64,27,5,0,0 to 97,48,271,24,20,106,22,282,117,75,3,54,3,0,7,433,213,218,421,12,0,15433,18,15907,15451,433,7,390,350,53,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1387,0,4,64,153,180,189,177,139,214,265,2,6 to 119,60,946,434,7,131,1256,0,2,1377,0,7,9,117,1269,1,0,130,8,0,108,1,3,5,0,8,0,3,9,31,24,24,12,5,5,4,0,6 to 88,41,1,2,0,5,0,1,7,0,1,0,0,0,0,117,65,51,8,109,0,677,1147,1956,1824,117,0,31,29,36,0.736908814303344,0.0426371109693887
