ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
58,58,14,027,DESOTO,Desoto,FL,2562,62,116,224,353,350,453,489,284,155,70,6,0 to 102,49,1061,1361,140,2552,10,0,56,1944,48,548,12,521,2030,0,11,2541,399,122,0,0,257,263,1,521,21,61,76,103,78,72,61,34,7,8,0,0 to 92,34,410,51,10,50,342,121,58,85,0,55,0,0,10,521,263,257,521,0,0,3606,10,4142,3616,521,10,671,538,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3948,43,38,199,382,460,557,784,780,487,212,6,0 to 119,58,2315,1580,53,3910,38,0,104,3698,37,232,41,261,3687,0,0,3910,221,32,8,0,154,99,0,253,1,4,23,36,29,39,60,45,20,4,0,1 to 94,54,158,41,46,8,37,204,12,40,3,28,2,1,5,261,103,158,253,8,0,7282,30,7576,7312,261,5,203,168,56,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2563,88,105,325,470,406,368,344,206,137,107,7,0 to 119,42,1264,1289,10,2561,2,0,176,1736,32,792,4,810,1753,0,0,2561,767,43,0,0,321,488,1,810,25,34,114,187,161,121,79,43,27,19,0,0 to 101,37,658,77,21,54,600,173,37,141,0,81,0,0,24,810,488,321,810,0,0,3835,2,4648,3837,810,24,1114,686,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5705,65,83,389,534,532,683,921,1097,800,587,14,0 to 119,61,3483,2200,22,5634,71,0,205,4918,77,674,63,479,5197,0,29,5607,454,14,9,2,245,222,1,468,5,23,81,82,71,57,41,49,45,25,0,0 to 99,40,242,28,48,150,101,196,171,103,6,51,3,0,16,479,229,249,468,11,0,11808,58,12349,11866,479,16,1083,595,44,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,100012,1471,1890,7075,14734,15350,17451,18671,12824,6816,3518,212,0 to 119,50,54226,44240,1546,98464,1548,0,2640,87634,2336,13200,1050,12584,87388,13,27,98427,10989,1314,256,25,6166,6133,4,12303,146,349,1533,2305,2120,2130,1926,1065,635,355,20,0 to 102,44,6019,4112,1087,1085,4576,6772,955,3223,69,1907,56,22,379,12584,6320,6260,12303,281,0,163481,1264,177399,164745,12584,379,7359,6989,45,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,18202,459,476,1544,2374,2113,2459,3348,2829,1629,935,36,0 to 119,53,10991,7171,40,15357,2845,0,229,17319,183,969,79,1404,16794,2,2,15353,1069,64,271,0,644,489,0,1133,25,51,244,206,173,170,183,139,136,77,0,0 to 105,44,536,373,42,182,56,835,242,135,1,84,1,1,43,1404,595,809,1133,271,0,26417,2574,30408,28991,1404,43,685,605,48,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1754,33,63,247,214,191,222,267,189,179,138,11,0 to 119,50,1028,705,21,1744,10,0,86,1413,2,280,13,289,1464,0,1,1743,256,31,2,0,147,140,0,287,11,30,62,44,45,38,38,12,7,2,0,0 to 87,33,206,23,27,31,158,98,31,25,0,24,2,0,0,289,141,148,287,2,0,2854,8,3151,2862,289,0,356,274,33,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,467,2,4,24,34,35,49,106,126,71,16,0,0 to 95,63,261,203,3,463,4,0,8,454,0,6,6,4,463,0,0,463,2,1,1,0,3,0,0,3,0,0,0,1,0,0,1,1,1,0,0,60 to 75,65,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,1,0,800,3,808,803,4,0,12,11,42,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15717,214,211,1809,2903,2267,2250,2584,1917,921,575,66,0 to 119,47,9044,6523,150,15444,273,0,249,15140,61,652,68,863,14848,6,0,15438,781,59,12,11,415,424,1,840,7,10,291,190,81,94,73,74,28,14,1,0 to 103,30,317,182,171,170,186,480,174,160,6,92,5,0,11,863,436,426,840,23,0,36222,250,37344,36472,863,11,130,108,32,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10116,134,239,796,1049,1472,1667,1812,1654,881,395,17,0 to 119,53,5608,4387,121,10085,31,0,283,9342,208,567,139,599,9466,22,29,10035,523,64,9,3,298,288,1,587,5,10,121,85,72,107,94,68,31,6,0,0 to 97,45,370,32,25,160,34,379,174,82,3,56,3,0,7,599,294,304,587,12,0,17021,18,17667,17039,599,7,668,628,48,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1398,0,4,66,155,181,193,178,141,213,265,2,6 to 119,60,949,442,7,132,1266,0,3,1386,0,9,12,130,1267,1,0,131,9,0,119,2,3,6,0,9,0,3,11,33,25,28,13,7,5,5,0,12 to 82,26,1,1,0,7,0,0,9,0,2,0,0,0,0,130,72,57,9,121,0,709,1145,1998,1854,130,0,29,27,41,0.736908814303344,0.0426371109693887
