OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,203,1,1,13,22,25,29,43,48,14,7,0,0,0,1,1,1,1,9,4,1,0,0,1 to 93,54,17 to 77,17,0,123,79,1,201,2,0,20,170,13,12,1,5,16,0,2,0,203,18,185,0,0,4,47,12,18,9,9,17,1,0,184,1,203,185,18,0,55,30,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,63,0,3,3,9,12,6,14,7,3,6,0,0,0,0,1,1,1,0,1,0,0,0,7 to 90,51,28 to 70,4,0,33,28,2,62,1,0,6,56,1,2,0,2,2,0,2,0,62,4,58,0,1,7,3,0,4,2,2,4,0,0,57,1,63,58,4,0,5,4,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,342,6,4,21,24,32,48,66,72,49,19,1,0,1,1,5,1,6,4,10,5,0,0,0 to 105,57,8 to 84,29,0,204,134,4,336,6,0,35,277,30,13,11,9,19,10,4,0,335,33,302,0,7,37,15,14,33,19,14,29,4,0,301,1,342,302,33,0,82,55,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,11831,113,152,856,2006,2181,2227,1977,1393,621,292,13,2,5,117,186,215,226,219,151,68,29,1,0 to 106,48,0 to 97,1192,0,5613,4737,1481,11719,112,0,778,10624,429,296,596,327,536,557,126,12,11729,1219,10507,3,102,416,576,634,1219,640,492,1192,27,0,10428,80,11831,10508,1219,12,866,656,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,919,41,33,90,186,134,154,140,88,40,13,0,1,1,17,19,17,13,14,9,2,1,0,0 to 100,43,2 to 94,87,0,562,349,8,851,68,0,49,836,34,42,41,11,65,27,2,0,917,94,823,0,2,44,34,16,94,48,44,87,7,0,762,61,919,823,94,0,76,51,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,55,1,3,6,4,8,6,10,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4 to 91,50,NA,0,0,29,26,0,54,1,0,21,27,7,0,0,0,0,0,0,0,54,0,54,0,1,24,2,1,0,0,0,0,0,0,53,1,55,54,0,0,2,1,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,20,0,1,2,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7 to 84,56,NA,0,0,8,11,1,20,0,0,4,15,1,0,0,0,0,0,0,0,20,0,20,0,0,6,1,0,0,0,0,0,0,0,20,0,20,20,0,0,2,2,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,1444,59,22,260,306,202,162,173,155,55,31,19,1,0,21,18,6,10,16,11,2,1,1,0 to 118,41,2 to 91,82,0,873,541,30,1421,23,0,163,1247,34,35,32,20,45,29,13,0,1428,87,1339,2,16,68,64,15,87,40,47,82,5,0,1322,18,1444,1340,87,0,61,49,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,969,17,23,58,132,153,174,175,137,67,30,3,0,3,5,8,7,16,18,17,4,1,0,0 to 96,50,9 to 91,77,0,533,389,47,964,5,0,140,765,64,38,13,28,48,13,18,2,940,79,860,1,29,107,94,71,79,47,31,77,2,0,858,2,969,860,79,2,122,107,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,24,0,0,2,4,0,5,4,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,21 to 95,57,30 to 62,0,0,12,12,0,11,13,0,0,24,0,0,2,0,0,2,0,0,14,2,12,0,10,0,0,0,2,0,2,0,2,0,3,9,24,12,2,0,11,10,426757389.663452,73231.2921286601
