OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,139,1,1,7,19,28,25,26,18,8,6,0,3 to 103,49,80,45,14,139,0,0,25,106,29,6,5,133,0,1,138,2,3,0,5,0,0,0,2,0,2,1,0,0,0,0,25 to 55,49,5,0,0,0,0,5,0,0,0,1,0,0,0,5,3,2,5,0,0,133,0,139,133,5,0,24,19,1594396648.51196,243766.072259733
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,913,12,14,83,128,145,151,161,112,74,33,0,0 to 99,49,516,333,64,906,7,0,23,864,28,21,43,870,0,0,906,26,15,0,41,0,0,4,5,6,5,7,10,4,1,0,20 to 89,57,27,6,1,7,0,33,8,15,0,9,0,0,0,42,16,26,41,1,0,865,6,913,871,42,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,38,1,1,3,7,5,5,5,4,4,3,0,1 to 90,48,18,20,0,38,0,0,2,33,5,0,5,33,0,0,38,2,3,0,5,0,0,0,1,0,0,1,1,1,1,0,30 to 89,67,2,3,0,0,0,4,1,3,0,3,0,0,1,5,3,2,5,0,0,33,0,38,33,5,1,14,6,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,1351,13,13,72,137,151,185,252,251,173,102,2,0 to 98,58,782,544,25,1336,15,0,66,1230,103,12,138,1205,2,6,1329,82,54,1,137,0,0,5,12,5,17,25,31,22,21,0,15 to 96,67,103,15,3,16,3,107,27,25,0,26,0,0,9,138,55,82,137,1,0,1192,13,1351,1205,138,9,79,62,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,3341,40,49,185,339,397,483,577,567,422,280,2,0 to 115,57,1917,1366,58,3252,89,0,349,2818,522,79,279,3058,1,3,3248,149,115,0,264,2,1,10,23,26,40,41,61,46,29,0,0 to 102,64,208,12,25,19,34,196,34,113,11,88,8,0,23,279,124,155,264,15,0,2984,74,3341,3058,279,23,221,116,1509311882.53409,264158.506465067
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,398,10,4,16,62,50,66,68,62,41,18,1,0 to 92,53,204,160,34,397,1,0,8,361,62,3,23,375,0,0,397,9,14,0,23,0,0,0,5,0,3,7,3,3,2,0,27 to 92,60,18,1,0,4,4,12,7,8,0,8,0,0,4,23,14,9,23,0,0,374,1,398,375,23,4,3,0,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,950,9,9,47,111,144,132,190,192,93,22,1,0 to 98,56,523,388,39,943,7,0,17,903,51,31,66,883,1,0,942,34,29,0,63,0,0,2,8,7,6,23,16,4,0,0,17 to 77,60,46,6,8,3,10,51,2,11,1,7,1,0,2,66,30,36,63,3,0,879,4,950,883,66,2,57,27,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,297,6,9,22,54,57,38,52,31,17,11,0,0 to 101,45,165,128,4,296,1,0,14,260,42,2,39,258,0,0,296,19,20,0,39,0,1,2,7,10,6,8,2,1,2,0,11 to 101,43,26,12,1,0,14,23,2,16,0,9,0,0,0,39,20,19,39,0,0,257,1,297,258,39,0,76,55,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,1337,14,20,78,139,125,197,258,276,155,74,1,0 to 105,58,792,514,31,1325,12,0,76,1194,116,51,83,1192,0,62,1265,30,45,0,75,0,1,5,8,4,11,16,20,11,7,0,8 to 94,63,56,5,13,1,4,60,11,40,4,22,1,0,2,83,49,34,75,8,0,1190,2,1337,1192,83,2,224,72,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,32659,263,355,2090,5468,5936,6285,5790,3703,1787,935,47,0 to 119,48,17146,13912,1601,31845,814,0,1113,29525,2511,755,3838,28725,38,58,31755,1776,1931,12,3719,4,19,269,599,641,743,751,458,222,132,0,0 to 99,50,1802,1107,370,440,1188,2117,414,1186,43,642,32,3,115,3838,2003,1822,3719,119,0,28036,689,32659,28725,3838,115,934,594,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,4479,190,152,486,772,693,672,680,475,233,115,11,0 to 105,43,2687,1749,43,4172,307,0,99,4257,253,57,304,4138,5,32,4135,152,132,1,285,4,1,37,39,52,42,49,40,25,15,0,0 to 98,49,110,76,11,88,7,174,104,42,0,28,0,0,8,304,141,162,285,19,0,3850,288,4479,4138,304,8,125,55,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,253,8,11,25,28,35,45,45,30,21,4,1,0 to 97,50,134,104,15,250,3,0,31,220,28,7,6,245,0,2,248,4,1,0,5,0,0,0,1,1,0,1,2,1,0,0,33 to 76,64,5,0,0,0,0,5,0,1,0,3,1,0,0,6,2,4,5,1,0,243,2,253,245,6,0,7,4,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,65,1,3,6,8,3,8,17,11,8,0,0,3 to 84,57,25,39,1,64,1,0,8,57,5,3,2,63,0,0,64,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,63,0,65,63,2,0,3,3,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,4906,97,67,587,923,685,609,687,670,379,156,46,0 to 118,46,2854,1867,185,4823,83,0,112,4741,214,45,205,4689,9,3,4811,113,80,1,194,1,0,34,44,24,29,32,26,9,5,1,2 to 92,44,85,57,16,36,15,140,39,36,4,25,2,0,0,205,83,120,194,11,0,4617,72,4906,4689,205,0,69,50,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,3897,73,96,284,489,685,734,676,509,260,88,3,0 to 99,49,2139,1636,122,3887,10,0,172,3527,249,93,189,3693,1,14,3872,84,97,1,182,1,4,11,18,17,44,47,35,9,2,0,2 to 91,54,112,6,11,53,8,106,68,53,3,33,3,0,4,188,102,85,182,6,0,3690,4,3897,3694,188,4,140,112,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,48,0,0,6,9,5,9,8,5,2,2,2,19 to 95,46,20,24,4,18,30,0,1,47,1,0,3,36,0,9,16,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51 to 87,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,16,20,48,36,3,0,15,13,426757389.663452,73231.2921286601
