OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,712,10,12,67,110,118,117,124,88,54,12,0,0 to 99,47,415,257,40,707,5,0,24,669,23,19,34,678,0,0,707,21,13,0,34,0,0,3,4,6,5,5,8,3,0,0,20 to 84,50,21,6,1,6,0,27,7,13,0,7,0,0,0,34,13,21,34,0,0,673,5,712,678,34,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,32,1,0,1,6,4,5,5,4,3,3,0,1 to 90,54,13,19,0,32,0,0,2,27,5,0,5,27,0,0,32,2,3,0,5,0,0,0,1,0,0,1,1,1,1,0,30 to 89,67,2,2,0,1,0,3,2,3,0,3,0,0,1,5,3,2,5,0,0,27,0,32,27,5,1,11,7,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,1121,11,12,61,113,129,158,200,209,138,88,2,0 to 98,58,652,443,26,1108,13,0,54,1021,83,11,119,993,2,7,1100,69,47,2,118,0,0,4,9,4,15,20,30,17,20,0,16 to 96,68,82,15,2,19,2,88,28,22,0,21,0,0,5,119,48,69,118,1,0,982,11,1121,993,119,5,81,70,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,2448,34,29,123,239,284,339,411,413,344,231,1,0 to 115,59,1394,1027,27,2399,49,0,339,1963,481,75,230,2215,1,2,2396,119,95,1,215,2,0,6,19,22,33,36,54,40,18,0,0 to 99,64,174,10,16,15,29,158,28,91,11,69,8,0,14,230,104,125,215,15,0,2181,34,2448,2215,230,14,221,125,1509311882.53409,264158.506465067
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,341,7,3,13,59,44,55,55,51,37,17,0,0 to 92,53,179,138,24,340,1,0,8,306,61,3,22,319,0,0,340,8,14,0,22,0,0,0,5,0,2,7,3,3,2,0,27 to 92,62,18,0,0,4,4,11,7,7,0,6,0,0,3,22,14,8,22,0,0,318,1,341,319,22,3,3,0,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,710,7,8,34,86,102,102,135,144,73,18,1,0 to 98,56,378,293,39,703,7,0,9,674,33,27,45,663,2,0,701,22,20,0,42,0,0,1,5,3,5,18,10,3,0,0,17 to 77,60,30,4,5,3,9,31,2,10,1,7,1,0,2,45,21,24,42,3,0,659,4,710,663,45,2,57,27,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,219,4,6,14,43,41,23,40,28,12,8,0,1 to 90,46,124,92,3,218,1,0,14,197,26,1,22,197,0,0,218,11,11,0,22,0,1,0,6,5,2,6,2,0,0,0,11 to 72,42,10,4,0,8,6,10,6,9,0,6,0,0,0,22,11,11,22,0,0,196,1,219,197,22,0,47,35,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,1138,14,17,68,122,102,169,214,239,134,58,1,0 to 105,58,678,436,24,1126,12,0,77,1006,98,51,77,1016,1,44,1083,28,41,0,69,0,1,4,7,4,11,15,20,11,4,0,8 to 94,63,51,4,13,1,4,55,10,36,4,20,1,0,1,77,45,32,69,8,0,1014,2,1138,1016,77,1,194,76,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,26322,215,287,1666,4482,4850,5061,4562,2974,1442,745,38,0 to 119,48,13631,11105,1586,25618,704,0,999,23805,1976,702,3177,23055,32,58,25533,1422,1624,17,3063,2,17,222,496,533,597,613,398,190,107,2,0 to 99,50,1462,827,312,462,940,1682,441,893,39,438,28,3,77,3177,1693,1466,3063,114,0,22470,585,26322,23055,3177,77,931,676,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,3716,163,133,428,660,582,566,553,371,174,78,8,0 to 105,42,2227,1458,31,3417,299,0,87,3553,186,51,241,3459,5,11,3401,110,108,5,223,3,1,33,34,39,33,36,32,18,12,0,2 to 95,47,79,54,6,84,2,122,99,28,0,19,0,0,3,241,116,120,223,18,0,3178,281,3716,3459,241,3,124,68,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,205,5,9,23,25,27,36,35,24,17,3,1,0 to 97,48,103,87,15,202,3,0,29,174,26,7,5,199,0,1,201,3,1,0,4,0,0,0,1,1,0,1,2,0,0,0,33 to 74,61,4,0,0,0,0,4,0,0,0,1,1,0,0,5,2,3,4,1,0,197,2,205,199,5,0,7,5,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,55,1,2,6,6,2,8,13,11,6,0,0,3 to 84,56,23,31,1,54,1,0,8,47,5,3,2,53,0,0,54,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,53,0,55,53,2,0,3,3,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,4001,87,54,511,783,577,501,569,492,274,106,47,0 to 118,44,2348,1530,123,3938,63,0,99,3856,199,41,187,3801,9,4,3925,102,75,1,178,1,0,31,41,22,27,28,22,8,5,2,2 to 92,43,74,50,15,39,12,125,41,32,4,23,2,0,0,187,78,107,178,9,0,3747,54,4001,3801,187,0,67,54,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,3350,65,86,244,426,606,639,564,428,216,73,3,0 to 99,48,1854,1377,119,3340,10,0,163,3016,229,90,176,3154,2,18,3320,80,89,1,170,1,4,11,17,16,41,42,33,9,2,0,2 to 91,53,101,6,11,52,8,96,66,47,4,29,4,0,2,176,94,81,170,6,0,3150,4,3350,3154,176,2,140,116,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,45,0,0,6,9,5,8,6,7,1,1,2,19 to 95,45,19,22,4,18,27,0,0,44,0,1,2,32,0,11,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24 to 72,48,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,0,15,17,45,32,2,0,17,14,426757389.663452,73231.2921286601
