OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,123,3,1,7,26,16,9,21,18,18,4,0,0,0,0,4,0,0,2,0,0,1,52,2 to 91,47,27 to 91,7,0,75,47,1,123,0,0,49,74,0,4,0,3,4,0,3,1,118,7,111,0,5,8,62,16,7,5,2,7,0,0,111,0,123,111,7,1,3,2,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,223,1,1,14,24,27,32,45,55,17,7,0,0,0,1,1,2,2,10,7,1,0,54,1 to 93,58,17 to 77,22,0,132,90,1,220,3,0,22,184,17,15,2,7,20,0,4,0,223,24,198,1,0,4,51,14,24,14,10,22,2,0,197,1,223,198,24,0,56,31,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,68,0,4,3,10,14,6,14,7,4,6,0,0,0,0,1,1,1,0,1,0,0,50,7 to 90,46,28 to 70,4,0,36,30,2,67,1,0,7,60,1,2,0,2,2,0,2,0,66,4,62,0,2,8,3,0,4,2,2,4,0,0,61,1,68,62,4,0,9,8,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,384,7,4,21,27,34,56,74,86,55,19,1,0,1,1,5,1,8,4,10,5,0,57,0 to 105,56,8 to 84,30,0,229,151,4,377,7,0,38,313,33,16,6,13,21,8,6,0,376,35,341,0,8,42,15,16,35,20,15,30,5,0,340,1,384,341,35,0,86,56,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,12170,113,158,878,2054,2249,2283,2042,1435,647,298,13,2,5,125,199,243,246,246,172,77,32,48,0 to 106,49,0 to 97,1316,0,5800,4896,1474,12053,117,0,805,10921,444,327,677,344,577,637,134,13,12079,1348,10725,6,91,449,623,655,1348,710,557,1316,32,0,10646,80,12170,10726,1348,13,907,689,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,934,41,33,92,188,138,157,141,90,40,14,0,1,1,17,19,18,14,14,9,2,1,43,0 to 100,41,2 to 94,89,0,573,352,9,866,68,0,53,844,37,50,35,11,69,25,2,0,932,96,836,0,2,47,37,17,96,48,46,89,7,0,775,61,934,836,96,0,86,60,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,56,1,3,6,4,9,6,10,7,9,1,0,0,0,0,0,1,0,0,0,0,0,50,4 to 91,41,41 to 41,1,0,29,27,0,55,1,0,22,27,7,0,1,0,1,0,0,0,55,1,54,0,1,25,2,1,1,1,0,1,0,0,53,1,56,54,1,0,2,1,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,20,0,1,2,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,56,7 to 84,NA,NA,0,0,8,11,1,20,0,0,4,15,1,0,0,0,0,0,0,0,20,0,20,0,0,6,1,0,0,0,0,0,0,0,20,0,20,20,0,0,2,2,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,1530,60,23,273,328,220,176,183,161,56,31,19,1,0,21,19,9,11,16,11,2,1,41,0 to 118,42,2 to 91,87,0,920,579,31,1506,24,0,166,1330,34,37,34,21,48,30,14,0,1514,92,1419,3,16,69,66,17,92,42,50,87,5,0,1401,19,1530,1420,92,0,62,50,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,1106,21,27,68,152,182,202,194,152,75,31,2,0,3,5,9,8,19,21,20,4,1,49,0 to 96,53,9 to 91,87,0,610,444,52,1100,6,0,145,893,68,43,18,29,55,16,19,2,1074,90,983,1,32,111,99,76,90,53,35,87,3,0,981,2,1106,983,90,2,128,112,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,30,0,0,2,7,2,5,4,4,3,3,0,0,0,0,1,0,0,1,0,1,0,54,21 to 95,58,30 to 81,1,0,15,15,0,17,13,0,0,30,0,0,3,0,0,3,0,0,18,3,15,0,12,0,0,0,3,1,2,1,2,0,6,9,30,15,3,0,12,11,426757389.663452,73231.2921286601
