OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,732,10,12,68,112,118,122,129,92,56,13,0,0 to 99,48,425,263,44,727,5,0,24,688,24,19,35,697,0,0,727,22,13,0,35,0,0,3,4,6,5,5,8,4,0,0,20 to 84,50,23,6,1,5,0,29,6,13,0,7,0,0,0,35,13,22,35,0,0,692,5,732,697,35,0,21,18,1641620662.32831,388721.737801268
55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,32,1,0,1,6,4,5,5,4,3,3,0,1 to 90,54,13,19,0,32,0,0,2,27,5,0,5,27,0,0,32,2,3,0,5,0,0,0,1,0,0,1,1,1,1,0,30 to 89,67,2,3,0,0,0,4,1,3,0,3,0,0,1,5,3,2,5,0,0,27,0,32,27,5,1,13,9,2551976411.00452,236757.936928168
56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,1157,11,12,61,117,131,160,207,216,150,90,2,0 to 98,59,671,460,26,1144,13,0,58,1052,87,12,123,1026,2,6,1137,72,49,1,122,0,0,4,9,4,16,22,30,18,20,0,16 to 96,67,85,15,2,20,2,91,29,24,0,23,0,0,5,123,50,72,122,1,0,1015,11,1157,1026,123,5,80,69,1825525431.11919,398247.923422686
57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,2503,34,29,128,246,288,347,421,421,347,241,1,0 to 115,59,1417,1060,26,2453,50,0,338,2011,490,77,241,2259,1,2,2450,126,100,0,226,2,0,8,20,23,35,37,56,41,19,0,0 to 99,63,180,11,19,16,29,167,30,94,11,72,8,0,16,241,109,132,226,15,0,2224,35,2503,2259,241,16,221,125,1509311882.53409,264158.506465067
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,345,7,3,13,59,45,55,57,51,37,18,0,0 to 92,53,182,139,24,344,1,0,8,310,61,3,22,323,0,0,344,8,14,0,22,0,0,0,5,0,2,7,3,3,2,0,27 to 92,62,18,0,0,4,4,11,7,8,0,7,0,0,3,22,14,8,22,0,0,322,1,345,323,22,3,3,0,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,735,8,8,37,87,108,104,139,148,77,18,1,0 to 98,56,394,302,39,728,7,0,9,699,33,27,45,688,2,0,726,22,20,0,42,0,0,1,5,3,5,18,10,3,0,0,17 to 77,60,30,4,5,3,9,31,2,10,1,7,1,0,2,45,21,24,42,3,0,684,4,735,688,45,2,57,27,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,225,5,6,14,44,41,25,41,28,13,8,0,1 to 90,46,126,96,3,224,1,0,14,202,28,1,23,202,0,0,224,11,12,0,23,0,1,0,6,5,2,6,2,1,0,0,11 to 77,43,11,4,0,8,6,11,6,9,0,6,0,0,0,23,12,11,23,0,0,201,1,225,202,23,0,57,44,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,1173,14,18,71,125,107,172,217,245,137,66,1,0 to 105,58,694,447,32,1161,12,0,74,1039,101,51,77,1035,1,60,1102,28,41,0,69,0,1,4,7,4,11,15,20,11,4,0,8 to 94,63,51,4,13,1,4,55,10,36,4,20,1,0,1,77,45,32,69,8,0,1033,2,1173,1035,77,1,198,73,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,27094,217,295,1720,4577,4957,5232,4715,3075,1494,773,39,0 to 119,48,14039,11468,1587,26333,761,0,1047,24418,2107,717,3261,23742,34,57,26247,1464,1667,16,3147,2,17,231,507,542,617,628,409,192,114,2,0 to 99,50,1544,893,321,389,999,1772,376,966,42,488,30,3,81,3261,1736,1508,3147,114,0,23100,642,27094,23742,3261,81,931,675,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,3859,167,139,442,678,600,583,582,392,183,85,8,0 to 105,42,2318,1508,33,3560,299,0,90,3680,201,53,247,3584,7,21,3532,117,110,2,229,3,1,35,34,41,33,36,33,19,12,0,2 to 95,47,84,58,6,81,3,129,97,33,0,21,0,0,4,247,118,127,229,18,0,3303,281,3859,3584,247,4,124,65,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,213,6,10,23,25,27,39,35,26,17,4,1,0 to 97,49,108,90,15,210,3,0,29,182,26,7,5,207,0,1,209,3,1,0,4,0,0,0,1,1,0,1,2,0,0,0,33 to 74,61,4,0,0,0,0,4,0,1,0,2,1,0,0,5,2,3,4,1,0,205,2,213,207,5,0,7,5,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,58,1,3,6,7,2,8,14,11,6,0,0,3 to 84,56,23,34,1,57,1,0,8,50,5,3,2,56,0,0,57,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,56,0,58,56,2,0,3,3,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,4121,89,56,522,805,593,515,589,516,278,111,47,0 to 118,44,2430,1568,123,4054,67,0,106,3968,204,42,195,3911,11,4,4039,108,77,1,186,1,0,31,41,23,28,31,25,8,5,2,2 to 92,45,77,52,16,41,13,130,43,33,4,23,2,0,0,195,80,113,186,9,0,3853,58,4121,3911,195,0,68,55,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,3408,65,86,248,428,618,649,580,436,220,75,3,0 to 99,48,1885,1402,121,3398,10,0,167,3067,233,91,177,3216,2,13,3383,80,90,1,171,1,4,11,17,17,41,42,33,9,2,0,2 to 91,53,104,6,11,50,8,99,64,48,4,29,4,0,2,177,95,81,171,6,0,3212,4,3408,3216,177,2,140,115,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,47,0,0,6,9,6,8,6,7,1,2,2,19 to 95,45,20,23,4,19,28,0,0,46,0,1,3,33,0,11,16,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,24 to 87,72,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,3,0,16,17,47,33,3,0,17,14,426757389.663452,73231.2921286601
