ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
58,58,14,027,DESOTO,Desoto,FL,2418,52,92,201,327,333,428,477,277,155,70,6,0 to 102,50,961,1308,149,2408,10,0,42,1952,48,431,12,412,1994,0,12,2396,292,120,0,0,181,230,1,412,13,42,59,83,69,52,51,27,8,8,0,0 to 92,35,332,30,8,42,274,87,51,65,0,46,0,0,10,412,230,181,412,0,0,3243,10,3669,3253,412,10,489,368,62,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3873,42,38,189,366,450,549,770,771,481,211,6,0 to 119,59,2266,1554,53,3835,38,0,86,3684,37,199,37,216,3657,0,0,3835,178,30,8,0,124,84,0,208,0,4,16,23,24,34,52,42,17,4,0,5 to 94,56,125,33,42,8,27,171,10,34,3,24,2,1,5,216,88,128,208,8,0,6653,30,6903,6683,216,5,99,64,56,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2428,78,86,304,445,382,350,330,203,137,106,7,0 to 119,42,1204,1214,10,2426,2,0,153,1739,32,675,3,700,1727,0,1,2425,663,37,0,0,274,426,0,700,20,22,98,164,139,104,68,40,27,18,0,0 to 101,38,556,65,20,59,512,146,42,113,0,70,0,0,21,700,426,274,700,0,0,3429,2,4132,3431,700,21,917,486,48,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5437,59,66,330,487,484,653,898,1076,787,584,13,0 to 119,62,3333,2081,23,5365,72,0,187,4817,77,517,60,284,5127,0,26,5342,259,14,9,2,150,123,0,273,3,10,37,44,36,37,28,36,33,20,0,0 to 99,47,166,20,31,56,60,137,76,83,6,44,3,0,12,284,130,154,273,11,0,9264,58,9606,9322,284,12,834,360,64,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,96418,1214,1573,6516,14002,14717,16990,18331,12655,6742,3483,195,0 to 119,51,52363,42476,1579,94869,1549,0,2194,86886,2336,10508,1021,10111,86267,13,27,94832,8567,1259,261,24,4941,4883,2,9826,88,226,1074,1727,1659,1795,1679,951,578,332,2,0 to 102,46,4908,3451,860,607,3534,5743,549,2856,68,1755,56,22,365,10111,5068,5041,9826,285,0,142955,1261,154397,144216,10111,365,4588,4218,50,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,17878,447,454,1432,2316,2081,2423,3327,2812,1617,933,36,0 to 119,54,10819,7019,40,15072,2806,0,176,17179,183,763,74,1089,16785,2,2,15068,794,63,232,0,496,361,0,857,17,32,137,148,141,137,159,123,123,72,0,0 to 105,51,391,315,28,123,39,640,178,100,1,73,1,1,40,1089,448,641,857,232,0,23524,2574,27198,26098,1089,40,399,319,54,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1655,31,52,233,198,180,207,249,182,176,136,11,0 to 119,51,974,658,23,1648,7,0,65,1409,2,204,10,207,1448,0,0,1648,176,30,1,0,101,103,2,206,9,22,49,31,33,25,25,8,4,1,0,0 to 87,33,145,19,11,31,109,66,31,15,0,20,1,0,0,207,104,101,206,1,0,2284,6,2497,2290,207,0,251,171,56,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,463,2,4,24,34,35,49,105,123,71,16,0,0 to 95,63,259,201,3,459,4,0,8,454,0,5,3,2,461,0,0,459,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,724,3,729,727,2,0,4,3,42,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15450,212,208,1665,2856,2251,2224,2571,1907,916,573,67,0 to 119,47,8920,6379,151,15176,274,0,210,14981,61,542,61,600,14843,6,1,15169,523,53,13,11,291,285,0,576,5,7,145,139,66,70,64,66,24,13,1,0 to 103,35,201,153,116,106,133,340,103,139,5,84,4,0,11,600,296,304,576,24,0,31488,250,32347,31738,600,11,115,93,49,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,9794,131,229,704,988,1432,1620,1774,1641,869,390,16,0 to 119,53,5454,4223,117,9763,31,0,244,9205,208,438,129,365,9401,19,9,9736,299,54,9,3,179,174,0,353,3,6,43,43,42,72,70,60,21,5,0,0 to 97,50,254,22,20,57,21,264,68,74,3,51,3,0,7,365,180,185,353,12,0,14881,18,15286,14899,365,7,319,279,53,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1391,0,3,64,152,180,190,180,140,215,265,2,6 to 119,60,951,433,7,126,1265,0,2,1383,0,7,9,110,1280,1,0,125,3,0,106,1,2,1,0,3,0,2,7,29,23,24,12,3,6,4,0,6 to 88,41,1,1,0,1,0,0,3,0,1,0,0,0,0,110,61,48,3,107,0,660,1158,1943,1818,110,0,26,24,36,0.736908814303344,0.0426371109693887
